KO,Importance,Class,name,description,pathway,brites,Share(+),Only_one(+),Neither(+),Share(-),Only_one(-),Neither(-)
ko:K01159,0.001006623,tetracycline,['ruvC'],crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4],{'ko03440': 'Homologous recombination'},"['KEGG Orthology (KO) [BR:ko00001]', '             Genetic Information Processing', '              Replication and repair', '               03440 Homologous recombination', '                K01159  ruvC; crossover junction endodeoxyribonuclease RuvC', '            Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.1  Acting on ester bonds', ""               3.1.22  Endodeoxyribonucleases producing 3'-phosphomonoesters"", '                3.1.22.4  crossover junction endodeoxyribonuclease', '                 K01159  ruvC; crossover junction endodeoxyribonuclease RuvC', '            DNA repair and recombination proteins [BR:ko03400]', '             Prokaryotic Type', '              DSBR (double strand breaks repair)', '               HR (homologous recombination)', '                RecBC pathway proteins', '                 K01159  ruvC; crossover junction endodeoxyribonuclease RuvC', '                RecFOR pathway proteins', '                 K01159  ruvC; crossover junction endodeoxyribonuclease RuvC']",45.88888889,25.44444444,28.66666667,32.88888889,8.111111111,59
ko:K03695,0.000989552,tetracycline,['clpB'],ATP-dependent Clp protease ATP-binding subunit ClpB,{'ko04213': 'Longevity regulating pathway - multiple species'},"['KEGG Orthology (KO) [BR:ko00001]', '             Organismal Systems', '              Aging', '               04213 Longevity regulating pathway - multiple species', '                K03695  clpB; ATP-dependent Clp protease ATP-binding subunit ClpB', '            Chaperones and folding catalysts [BR:ko03110]', '             Heat shock proteins', '              HSP100', '               K03695  clpB; ATP-dependent Clp protease ATP-binding subunit ClpB']",86.33333333,12.66666667,1,96.44444444,2.888888889,0.666666667
ko:K03495,0.000989507,tetracycline,"['gidA, mnmG, MTO1']",tRNA uridine 5-carboxymethylaminomethyl modification enzyme,,"['Transfer RNA biogenesis [BR:ko03016]', '             Eukaryotic Type', '              tRNA modification factors', '               Other tRNA modification factors', '                K03495  gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme', '             Prokaryotic Type', '              tRNA modification factors', '               Other tRNA modification factors', '                K03495  gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme', '            Chromosome [BR:ko03036]', '             Prokaryotic Type', '              Chromosome partitioning proteins', '               Other chromosome partitioning proteins', '                K03495  gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme']",85.88888889,11.33333333,2.777777778,95.22222222,2.555555556,2.222222222
ko:K20265,0.000976086,tetracycline,['gadC'],glutamate:GABA antiporter,{'ko02024': 'Quorum sensing'},"['KEGG Orthology (KO) [BR:ko00001]', '             Cellular Processes', '              Cellular community - prokaryotes', '               02024 Quorum sensing', '                K20265  gadC; glutamate:GABA antiporter', '            Transporters [BR:ko02000]', '             Other Transporters', '              Electrochemical potential-driven transporters', '               K20265  gadC; glutamate:GABA antiporter']",21,21.77777778,57.22222222,13.11111111,16.77777778,70.11111111
ko:K00857,0.000975227,tetracycline,"['tdk, TK']",thymidine kinase [EC:2.7.1.21],"{'ko00240': 'Pyrimidine metabolism', 'ko00983': 'Drug metabolism - other enzymes', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Nucleotide metabolism', '               00240 Pyrimidine metabolism', '                K00857  tdk, TK; thymidine kinase', '              Xenobiotics biodegradation and metabolism', '               00983 Drug metabolism - other enzymes', '                K00857  tdk, TK; thymidine kinase', '            Enzymes [BR:ko01000]', '             2. Transferases', '              2.7  Transferring phosphorus-containing groups', '               2.7.1  Phosphotransferases with an alcohol group as acceptor', '                2.7.1.21  thymidine kinase', '                 K00857  tdk, TK; thymidine kinase']",31.44444444,33.66666667,34.88888889,31.22222222,32.11111111,36.66666667
ko:K05825,0.000972502,tetracycline,['LYSN'],2-aminoadipate transaminase [EC:2.6.1.-],"{'ko01130': 'Biosynthesis of antibiotics', 'ko00300': 'Lysine biosynthesis', 'ko01100': 'Metabolic pathways', 'ko01210': '2-Oxocarboxylic acid metabolism'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Amino acid metabolism', '               00300 Lysine biosynthesis', '                K05825  LYSN; 2-aminoadipate transaminase', '            Enzymes [BR:ko01000]', '             2. Transferases', '              2.6  Transferring nitrogenous groups', '               2.6.1  Transaminases', '                2.6.1.-  ', '                 K05825  LYSN; 2-aminoadipate transaminase']",1.777777778,27.33333333,70.88888889,3.444444444,14.77777778,81.77777778
ko:K07458,0.000962173,tetracycline,['vsr'],"DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]",,"['Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.1  Acting on ester bonds', '               3.1.-  Acting on ester bonds', '                3.1.-.-  ', '                 K07458  vsr; DNA mismatch endonuclease, patch repair protein', '            DNA repair and recombination proteins [BR:ko03400]', '             Prokaryotic Type', '              SSBR (single strand breaks repair)', '               MMR (mismatch exicision repair)', '                Other MMR factors', '                 K07458  vsr; DNA mismatch endonuclease, patch repair protein']",13.66666667,42.55555556,43.77777778,14,40.66666667,45.33333333
ko:K01243,0.000950632,tetracycline,"['mtnN, mtn, pfs']",adenosylhomocysteine nucleosidase [EC:3.2.2.9],"{'ko01230': 'Biosynthesis of amino acids', 'ko00270': 'Cysteine and methionine metabolism', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Amino acid metabolism', '               00270 Cysteine and methionine metabolism', '                K01243  mtnN, mtn, pfs; adenosylhomocysteine nucleosidase', '            KEGG modules [BR:ko00002]', '             Pathway module', '              Nucleotide and amino acid metabolism', '               Cysteine and methionine metabolism', '                M00609  Cysteine biosynthesis, methionine => cysteine', '                 K01243  mtnN, mtn, pfs; adenosylhomocysteine nucleosidase', '                M00034  Methionine salvage pathway', '                 K01243  mtnN, mtn, pfs; adenosylhomocysteine nucleosidase', '            Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.2  Glycosylases', '               3.2.2  Hydrolysing N-glycosyl compounds', '                3.2.2.9  adenosylhomocysteine nucleosidase', '                 K01243  mtnN, mtn, pfs; adenosylhomocysteine nucleosidase']",55,38.77777778,6.222222222,72,24.44444444,3.555555556
ko:K03800,0.000938286,tetracycline,"['lplA, lplJ']",lipoate---protein ligase [EC:6.3.1.20],"{'ko00785': 'Lipoic acid metabolism', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Metabolism of cofactors and vitamins', '               00785 Lipoic acid metabolism', '                K03800  lplA, lplJ; lipoate---protein ligase', '            Enzymes [BR:ko01000]', '             6. Ligases', '              6.3  Forming carbon-nitrogen bonds', '               6.3.1  Acid-D-ammonia (or amine) ligases (amide synthases)', '                6.3.1.20  lipoate---protein ligase', '                 K03800  lplA, lplJ; lipoate---protein ligase']",11.22222222,43.22222222,45.55555556,12,23.88888889,64.11111111
ko:K17716,0.000934389,tetracycline,['capD'],UDP-glucose 4-epimerase [EC:5.1.3.2],"{'ko00520': 'Amino sugar and nucleotide sugar metabolism', 'ko00052': 'Galactose metabolism', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00052 Galactose metabolism', '                K17716  capD; UDP-glucose 4-epimerase', '               00520 Amino sugar and nucleotide sugar metabolism', '                K17716  capD; UDP-glucose 4-epimerase', '            KEGG modules [BR:ko00002]', '             Functional set', '              Metabolism', '               Nucleotide sugar', '                M00362  Nucleotide sugar biosynthesis, prokaryotes', '                 K17716  capD; UDP-glucose 4-epimerase', '            Enzymes [BR:ko01000]', '             5. Isomerases', '              5.1  Racemases and epimerases', '               5.1.3  Acting on carbohydrates and derivatives', '                5.1.3.2  UDP-glucose 4-epimerase', '                 K17716  capD; UDP-glucose 4-epimerase']",8.888888889,34,57.11111111,4.666666667,30.77777778,64.55555556
ko:K01580,0.000926282,tetracycline,"['E4.1.1.15, gadB, gadA, GAD']",glutamate decarboxylase [EC:4.1.1.15],"{'ko00410': 'beta-Alanine metabolism', 'ko00250': 'Alanine, aspartate and glutamate metabolism', 'ko04940': 'Type I diabetes mellitus', 'ko02024': 'Quorum sensing', 'ko01100': 'Metabolic pathways', 'ko01120': 'Microbial metabolism in diverse environments', 'ko00650': 'Butanoate metabolism', 'ko01110': 'Biosynthesis of secondary metabolites', 'ko04727': 'GABAergic synapse', 'ko00430': 'Taurine and hypotaurine metabolism'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00650 Butanoate metabolism', '                K01580  E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase', '              Amino acid metabolism', '               00250 Alanine, aspartate and glutamate metabolism', '                K01580  E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase', '              Metabolism of other amino acids', '               00410 beta-Alanine metabolism', '                K01580  E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase', '               00430 Taurine and hypotaurine metabolism', '                K01580  E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase', '             Cellular Processes', '              Cellular community - prokaryotes', '               02024 Quorum sensing', '                K01580  E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase', '             Organismal Systems', '              Nervous system', '               04727 GABAergic synapse', '                K01580  E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase', '             Human Diseases', '              Endocrine and metabolic diseases', '               04940 Type I diabetes mellitus', '                K01580  E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase', '            KEGG modules [BR:ko00002]', '             Pathway module', '              Nucleotide and amino acid metabolism', '               Other amino acid metabolism', '                M00027  GABA (gamma-Aminobutyrate) shunt', '                 K01580  E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase', '            Enzymes [BR:ko01000]', '             4. Lyases', '              4.1  Carbon-carbon lyases', '               4.1.1  Carboxy-lyases', '                4.1.1.15  glutamate decarboxylase', '                 K01580  E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase']",20.22222222,17.88888889,61.88888889,12.88888889,13.11111111,74
ko:K01772,0.000922269,tetracycline,"['hemH, FECH']",protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9],"{'ko00860': 'Porphyrin and chlorophyll metabolism', 'ko01100': 'Metabolic pathways', 'ko01110': 'Biosynthesis of secondary metabolites'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Metabolism of cofactors and vitamins', '               00860 Porphyrin and chlorophyll metabolism', '                K01772  hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase', '            KEGG modules [BR:ko00002]', '             Pathway module', '              Nucleotide and amino acid metabolism', '               Cofactor and vitamin biosynthesis', '                M00121  Heme biosynthesis, glutamate => protoheme/siroheme', '                 K01772  hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase', '            Enzymes [BR:ko01000]', '             4. Lyases', '              4.99  Other lyases', '               4.99.1  Sole sub-subclass for lyases that do not belong in the other subclasses', '                4.99.1.1  protoporphyrin ferrochelatase', '                 K01772  hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase', '                4.99.1.9  coproporphyrin ferrochelatase', '                 K01772  hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase']",1.777777778,13.22222222,85,5.333333333,5,89.66666667
